t,x,x_dot,theta,theta_dot,u
2.59,-0.011378830536643566,0.011189356026675604,0.0006045179082687185,-0.0006662249916915129,-0.00019269857592718598
2.6,-0.011267474267478305,0.0110820340206344,0.0005979210219527265,-0.0006539255127753665,-0.0001755251884328346
2.61,-0.011157184300526124,0.010975840405877894,0.0005914598389255469,-0.0006422231565197939,-0.0001571752532027737
2.62,-0.011047949428606383,0.010871123553336366,0.000585128938788503,-0.0006264630239064454,-0.00018421091339285156
2.63,-0.010939758527831838,0.010767332368919516,0.0005789248100676049,-0.0006132439985853436,-0.0001903004143995468
2.64,-0.010832600802653958,0.010664619789980304,0.0005728426845449641,-0.0006003746321269609,-0.00019729499814738483
2.65,-0.010726465621292569,0.010562850462770022,0.0005668784947708775,-0.0005892769510625982,-0.00019079769274238378
2.66,-0.010621342597509546,0.010462167034353948,0.0005610277551886063,-0.0005779074761791305,-0.00019117773736690435
2.67,-0.01051722148671654,0.010362379010637182,0.0005552867670054373,-0.0005683962507995695,-0.0001769382201299574
2.68,-0.010414092262007837,0.010263489614526954,0.0005496515768631606,-0.0005604607905552247,-0.00015078554568570546
2.69,-0.010311945123941294,0.010165801542044356,0.0005441177665091973,-0.0005500838416962042,-0.00015289389952199972
2.7,-0.010210770381955569,0.010069208265579305,0.0005386818498327622,-0.0005383718608930714,-0.00017203967195775216
2.71,-0.010110558490104967,0.009973461223478506,0.0005333407436944159,-0.0005282148512728782,-0.0001791091105860232
2.72,-0.010011300103121226,0.009878564314009157,0.0005280909873995074,-0.0005193548889313417,-0.00017656951666350507
2.73,-0.009912986028886345,0.009784510917163513,0.0005229292597332499,-0.0005116731018896041,-0.00016549531348106217
2.74,-0.009815607267022944,0.009691564947573991,0.0005178518221664274,-0.0005016762264954652,-0.00018081396286881435
2.75,-0.009719154833244677,0.009599183699495379,0.0005128566426776285,-0.000495960862972416,-0.00015623654499025141
2.7600000000000002,-0.009623620020893595,0.0095077082193934,0.0005079400572608209,-0.0004900834465014055,-0.00013622810737748403
2.77,-0.009528994239100747,0.009417370993374927,0.0005030987261775469,-0.00048096397599911334,-0.00015157712498684028
2.7800000000000002,-0.0094352689365179,0.009327844318187825,0.0004983305230176953,-0.00047253116540826125,-0.00016276503234924355
2.79,-0.009342435738032704,0.009239136329451175,0.0004936327638566953,-0.00046452179021339387,-0.00017232795171495674
2.8000000000000003,-0.009250486386923554,0.00915125360589936,0.0004890028707798869,-0.00045669792560144493,-0.00018255062042907277
2.81,-0.009159412686451,0.009063859025824206,0.00048443904474954476,-0.00045312353781686157,-0.0001525648983418948
2.82,-0.00906920670040592,0.008977568536519159,0.00047993770373706363,-0.00044595455337252405,-0.0001609630875241963
2.83,-0.008979860413353047,0.008891824873256316,0.0004754976768923025,-0.00044201730475490784,-0.00013917072708875822
2.84,-0.008891366065811892,0.00880704479698663,0.0004711159640835876,-0.00043596769766743,-0.00014070601188670429
2.85,-0.008803715906207637,0.00872307148195338,0.0004667907879342674,-0.0004296362691409588,-0.00014711581314122424
2.86,-0.008716902294361013,0.008639852290724405,0.000462520253623776,-0.00042355575225121986,-0.00015296867904418532
2.87,-0.008630917690412153,0.008557389967114939,0.00045830244274183614,-0.0004175709736999771,-0.00015973651546132006
2.88,-0.008545754627778873,0.008475591746093582,0.0004541357086298505,-0.00041272480177293315,-0.00015687529726554628
2.89,-0.008461405753212808,0.008394542480075512,0.0004500181348541285,-0.0004078438651846036,-0.00015607612930423898
2.9,-0.008377863763083193,0.008314119631581553,0.00044594829264744994,-0.0004043509939941445,-0.00014298822628897034
2.91,-0.008295121454785392,0.008234336511361698,0.00044192456103432767,-0.0004019745465355462,-0.0001202616752431912
2.92,-0.00821317174136683,0.008155451710118528,0.0004379449084389992,-0.00039738033814156756,-0.00012127150572371903
2.93,-0.008132007559099456,0.008077399703568904,0.00043400801411281486,-0.000391288956113664,-0.0001387188360498226
2.94,-0.008051621891855832,0.007999960421519842,0.0004301129310988897,-0.00038635597794109075,-0.00014589587879274002
2.95,-0.007972007841281704,0.007923218096571009,0.000426258178275824,-0.0003814361791113372,-0.0001542257061787622
2.96,-0.007893158527120156,0.007846943668021503,0.0004224429570047433,-0.00037930338156639463,-0.00013581894887849943
2.97,-0.00781506721974039,0.007771447105899973,0.00041866546663681245,-0.0003759962025545544,-0.00013035410368802958
2.98,-0.007737727189459755,0.007696635406771058,0.00041492476151020515,-0.0003725930372114447,-0.00012695430509442052
2.99,-0.007661131770228668,0.007622427564750558,0.0004112199297298672,-0.0003700247607421439,-0.00011622474738122446
3.0,-0.007585274397864715,0.007549007721471323,0.0004075495913705606,-0.00036591020993021145,-0.0001219981727143965
3.0100000000000002,-0.007510148518402473,0.007476255108223701,0.00040391302147963214,-0.0003616818250023199,-0.00012985246895688696
3.02,-0.007435747653850132,0.007404170315802845,0.00040030930667456807,-0.0003572571299205378,-0.00014056478461424438
3.0300000000000002,-0.007362065377212079,0.0073327263567829724,0.00039673763706603646,-0.00035290035229192595,-0.0001514362581431089
3.04,-0.0072890952737065095,0.0072616317611581375,0.00039319777184291404,-0.00035218363686607165,-0.0001265859440346545
3.0500000000000003,-0.007216831084803234,0.007191251022167112,0.00038968822064590694,-0.00035048130491317694,-0.00011237300450860077
3.06,-0.007145266549686838,0.0071216082450010765,0.00038620820815627507,-0.0003474242163821901,-0.00011245813421839612
3.0700000000000003,-0.00707439543733592,0.007052597563933785,0.0003827572569379668,-0.00034426944629574924,-0.00011419015457743431
3.08,-0.007004211583929558,0.0069842268519042265,0.000379334704616016,-0.00034085380725651707,-0.00011916734216005365
3.09,-0.006934708868992106,0.006916473013827015,0.000375939987715502,-0.0003374026066163661,-0.0001250924580255275
3.1,-0.006865881221801266,0.006849328541605562,0.0003725725480544552,-0.00033394762283914784,-0.00013161139292509894
3.11,-0.006797722608756817,0.006782727100701892,0.0003692319779376127,-0.0003312571996931515,-0.0001309826871224301
3.12,-0.0067302270601646685,0.006716718380433096,0.0003659176734261254,-0.0003286505300630105,-0.00013000395160783773
3.13,-0.006663388630329407,0.006651220215609643,0.0003626293219904885,-0.00032709608124647686,-0.00011892932239289389
3.14,-0.0065972014412771385,0.0065863000368462255,0.00035936634547685347,-0.0003256933781880044,-0.00010676313925035708
3.15,-0.006531659650475953,0.006521974658591647,0.0003561282937732537,-0.0003241756024124647,-9.615455670952677e-05
3.16,-0.006466757486383307,0.006458439341706413,0.0003529143912650381,-0.0003200462322728272,-0.00011212188859169303
3.17,-0.006402489143970873,0.006395409765592058,0.0003497248341807955,-0.00031680437923668444,-0.0001195383867410027
3.18,-0.006338848920532931,0.006332985532787105,0.00034655908494403827,-0.00031315086464760937,-0.0001314136872835603
3.19,-0.006275831094343846,0.006270884800400992,0.000343417381466631,-0.0003125553283016548,-0.00011291932171979269
3.2,-0.006213430077855205,0.006209417429409068,0.00034029881518434955,-0.0003110917446418842,-0.00010341922818167537
3.21,-0.006151640275396003,0.006148586431028816,0.0003372031033048181,-0.00030867035957087637,-0.00010379419201465845
3.22,-0.006090456113360332,0.006088281627823569,0.0003341302054010619,-0.00030661686921056155,-0.00010072677573018385
3.23,-0.006029872079000983,0.006028527624776077,0.0003310798328563783,-0.00030457272282067676,-9.779653411667866e-05
3.24,-0.005969882705635313,0.005969392209952505,0.00032805162855918836,-0.00030164008216434704,-0.00010399407391313564
3.25,-0.005910482547853863,0.005910831269487628,0.00032504547194045334,-0.000298320358719825,-0.00011427417255965855
3.2600000000000002,-0.0058516662008730935,0.005852813124837968,0.00032206123255762453,-0.00029495995524782883,-0.00012514760536591618
3.27,-0.005793428263865799,0.0057950879147756216,0.00031909922429146077,-0.00029463297523451973,-0.00010576260514197355
3.2800000000000002,-0.005735763457367754,0.005737932658496791,0.0003161587338860517,-0.00029382785206746967,-9.133384448617443e-05
3.29,-0.005678666506291191,0.0056814117016105925,0.0003132394797069109,-0.0002916917984424923,-9.040477620365917e-05
3.3000000000000003,-0.005622132147248777,0.005625424346855471,0.000310341516874872,-0.0002894353933987464,-9.082060536991232e-05
3.31,-0.0055661551641471305,0.005569931418344847,0.00030746478927666564,-0.00028750048956482563,-8.813898183328284e-05
3.3200000000000003,-0.005510730408064264,0.005515082193230482,0.0003046088782555826,-0.0002839735364755981,-0.00010154704259016101
3.33,-0.005455852713847389,0.005460687138897915,0.000301774042516803,-0.0002811763823694256,-0.00010774437475638554
3.34,-0.005401516986544134,0.005406766181847337,0.00029896013529656814,-0.00027881285608532516,-0.00010969447422964906
3.35,-0.00534771814601781,0.005353198734438037,0.0002961672944197087,-0.0002783434402698892,-9.273926636113594e-05
3.36,-0.005294451220463106,0.005300316692365632,0.0002933947712540424,-0.0002755727457463061,-9.895937008277955e-05
3.37,-0.005241711174960722,0.00524781928522769,0.0002906430718446988,-0.0002742139414672573,-9.109965960120425e-05
3.38,-0.005189493065330796,0.005195748101392681,0.0002879120319256997,-0.00027370086245716746,-7.483461416710191e-05
3.39,-0.00513779201098822,0.005144315744681788,0.0002852011545412976,-0.0002713298018264976,-7.728245543504875e-05
3.4,-0.005086603131821548,0.005093506599679489,0.00028251039748411385,-0.0002672499621403952,-9.694236548035695e-05
3.41,-0.005035921545012513,0.005043057186563456,0.00027984021156787265,-0.00026470901231412944,-0.00010123110382720402
3.42,-0.0049857424495466695,0.004992991863693432,0.00027719048284090394,-0.0002633567596445246,-9.365859062678006e-05
3.43,-0.004936061089266393,0.004943389273520796,0.00027456099310326626,-0.0002621645853508066,-8.454095431308095e-05
3.44,-0.004886872744426579,0.004894329285692142,0.0002719515242032053,-0.0002600886535000451,-8.434738779000694e-05
3.45,-0.004838172703123729,0.004845712456050038,0.00026936221397291213,-0.00025832668108455195,-8.106086453311956e-05
3.46,-0.004789956307928542,0.004797555763254842,0.00026679297216191126,-0.0002566212052792857,-7.726266027545392e-05
3.47,-0.004742218946133214,0.004749931230934131,0.0002642436012281463,-0.0002540268074776202,-8.243576243148476e-05
3.48,-0.0046949560227939535,0.0047027955818242555,0.00026171413222078534,-0.00025103944583574706,-9.160400485196118e-05
3.49,-0.0046481629827650915,0.004656130171742614,0.00025920454828703174,-0.0002478472688723759,-0.00010287937478523079
3.5,-0.004601835273676282,0.004609706898463988,0.000256715246410615,-0.000247256769681896,-8.810766653036262e-05
3.5100000000000002,-0.004555968449217402,0.0045637427319841556,0.00025424574530350603,-0.0002465111110684515,-7.494463908148952e-05
3.52,-0.004510558083955128,0.004518360619134765,0.0002517957491683797,-0.00024402885563033026,-7.925502160861797e-05
3.5300000000000002,-0.004465599730665654,0.0044733196676116525,0.0002493656800042579,-0.00024277668481476853,-7.127836109276087e-05
3.54,-0.004421089025866116,0.004428683935018745,0.0002469553574107334,-0.00024190948990702017,-5.949317520603098e-05
3.5500000000000003,-0.004377021677996132,0.004384748016207097,0.00024456414526172264,-0.00023770053694102566,-8.128579253514207e-05
3.56,-0.004333393323909164,0.004341128608553836,0.0002421927444996182,-0.0002348969663095501,-8.903527495604524e-05
3.5700000000000003,-0.0042901997062119715,0.004297888134891168,0.0002398409752850832,-0.0002326744295318741,-9.101239198242711e-05
3.58,-0.004247436586901676,0.004254988269696255,0.00023750885542136828,-0.00023146805281123095,-8.285337121380354e-05
3.59,-0.0042050997909748,0.00421256664292078,0.00023519605409203485,-0.0002295136226471938,-8.225770215505163e-05
3.6,-0.004163185135651526,0.004170489128391953,0.00023290277538644556,-0.0002284440154285235,-7.284637281420453e-05
3.61,-0.004121688496827577,0.004128771264557354,0.0002306289264368596,-0.0002280214119939482,-5.700674503876513e-05
3.62,-0.004080605815637511,0.004087620404759527,0.00022837403413154234,-0.00022561041991610715,-6.117802623370472e-05
3.63,-0.004039933024946472,0.004046970772470288,0.00022613816268986684,-0.00022198991957758462,-7.754851242968569e-05
3.64,-0.0039996660718925586,0.0040066268630576584,0.0002239216305585821,-0.0002195605360753462,-8.203769682396667e-05
3.65,-0.00395980097209085,0.003966607395861012,0.00022172433149360852,-0.00021804521835261403,-7.742679637798983e-05
3.66,-0.003920333778544966,0.003926949107006107,0.0002195461217607667,-0.00021694184711781034,-6.875489449167937e-05
3.67,-0.003881260587669503,0.003887745604794404,0.00021738674340429705,-0.0002150375441989478,-6.819123884525824e-05
3.68,-0.0038425775001075264,0.003848899954273557,0.00021524631253518905,-0.00021350138731005575,-6.401001982216104e-05
3.69,-0.0038042806555355123,0.003810345876594992,0.00021312488272570083,-0.00021311940716341348,-4.832806531746697e-05
3.7,-0.0037663662918082257,0.0037724231290090574,0.00021102170410634277,-0.00020960231584268605,-6.417633418793339e-05
3.71,-0.0037288305787269204,0.003734825525476569,0.00020893729964076348,-0.0002067353276707518,-7.358473951126626e-05
3.72,-0.003691669776676161,0.0036976064874530766,0.00020687148047279422,-0.0002038087085476115,-8.367520670796158e-05
3.73,-0.0036548801422614714,0.0036605822924758264,0.0002048245237340667,-0.0002030772151995299,-7.183074724410876e-05
3.74,-0.0036184580232659497,0.0036239343707496073,0.00020279598380396326,-0.00020223135028635988,-6.122162676996945e-05
3.75,-0.0035823997911284414,0.003587782597344831,0.00020078553451491444,-0.0001997312445421452,-6.72974089214809e-05
3.7600000000000002,-0.0035467017870169956,0.0035518447142894455,0.00019879364136891108,-0.00019906390916103408,-5.507943535346116e-05
3.77,-0.003511360471575522,0.003516385709567318,0.00019681968777881455,-0.00019687593628050853,-5.8210110271253446e-05
3.7800000000000002,-0.0034763722803028596,0.003481302892231582,0.00019486378087940487,-0.00019441012879645034,-6.422395972648792e-05
3.79,-0.0034417336921554013,0.0034465614090907993,0.00019292589198429693,-0.00019206151568113046,-6.916009492547587e-05
3.8000000000000003,-0.0034074412261512043,0.003412173794946629,0.00019100589698489134,-0.0001896329798266357,-7.499782453876391e-05
3.81,-0.0033734914163832098,0.0033780428040192535,0.00018910388659392827,-0.00018829988054932598,-6.994813108618381e-05
3.8200000000000003,-0.0033398808624053567,0.003344281626690209,0.0001872195343797523,-0.0001866073260316315,-6.860786387577478e-05
3.83,-0.003306606161942235,0.003310788843778873,0.00018535293572347994,-0.00018578327879148615,-5.866021101128688e-05
3.84,-0.0032736639631787017,0.003277580743124802,0.00018350395197742626,-0.00018558457907274725,-4.254617928860227e-05
3.85,-0.0032410509755971865,0.003244861125684581,0.00018167207274123867,-0.00018342436761322478,-4.621803237952332e-05
3.86,-0.0032087638969599125,0.0032125600494717515,0.00017985732629427769,-0.00018013782252371117,-6.129909727868588e-05
3.87,-0.0031767994405255437,0.0031805074117749236,0.00017805993705341451,-0.00017781237301667588,-6.685042590415247e-05
3.88,-0.0031451543917025084,0.003148792982531904,0.00017627961503494533,-0.00017528726047445054,-7.451788499373418e-05
3.89,-0.0031138255165778107,0.0031171883335153997,0.00017451669684843022,-0.00017537946757404733,-5.604374029533066e-05
3.9,-0.003082809717007884,0.003086130345409833,0.00017277020461495797,-0.00017258981405611785,-6.659551884884152e-05
3.91,-0.003052103785692739,0.003055171290743076,0.00017104090509020582,-0.000172477031955628,-5.041093321934975e-05
3.92,-0.0030217046610991737,0.003024594645474625,0.00016932812060894381,-0.00017146001033332373,-4.3415873668940785e-05
3.93,-0.002991609271164795,0.002994426525701908,0.00016763168026900333,-0.00016917490865424206,-4.9261448493945204e-05
3.94,-0.0029618145555353843,0.002964577850474962,0.00016595163940847434,-0.00016669811432193997,-5.715075562701816e-05
3.95,-0.002932317497721423,0.00293504933953011,0.00016428787506630454,-0.00016398375917414808,-6.754496992455311e-05
3.96,-0.002903115103983567,0.00290579914003859,0.000162640347310107,-0.00016151839682495124,-7.556410235642907e-05
3.97,-0.002874204377227857,0.0028765788602582634,0.00016100942291907925,-0.00016237059579283234,-5.0426079293397486e-05
3.98,-0.0028455824472062878,0.00284775954883511,0.0001593942452171023,-0.00016186614239483264,-3.9022097418510426e-05
3.99,-0.002817246414387114,0.0028193442581458104,0.00015779468303362155,-0.00015993107024211796,-4.209495032309052e-05
4.0,-0.00278919338868704,0.0027912147432395972,0.0001562108438582531,-0.00015800790799781706,-4.51743324570153e-05
4.01,-0.00276142052906703,0.002763383639198155,0.00015464257618219877,-0.0001559034463842691,-5.019912210998262e-05
4.0200000000000005,-0.0027339250180803535,0.002735834676981364,0.00015308978492502168,-0.0001537860528877244,-5.54809031635059e-05
4.03,-0.0027067040690498248,0.0027085695581348336,0.00015155233897942168,-0.00015159973605058578,-6.158190201205338e-05
4.04,-0.0026797549096964834,0.0026815056951906527,0.00015003027310073351,-0.00015034239892736405,-5.849192231754258e-05
4.05,-0.002653074820417642,0.0026547200705537995,0.00014852330666365005,-0.00014901758704658467,-5.6207521711718056e-05
4.0600000000000005,-0.0026266610879777386,0.0026281573813282093,0.0001470314197536202,-0.00014828269958818525,-4.813422171548454e-05
4.07,-0.0026005110305485912,0.0026017900682129484,0.00014555453737644293,-0.00014844861784283578,-3.115365289909494e-05
4.08,-0.0025746220321643974,0.002575837974973195,0.00014409209597432806,-0.0001467339471730198,-3.316820015875077e-05
4.09,-0.0025489914599932423,0.002550245848174195,0.00014264407473702485,-0.00014379630764239972,-4.758100021196726e-05
4.1,-0.0025236166902758528,0.0025248490656619234,0.00014121066855893148,-0.0001416607168908245,-5.407780184850386e-05
4.11,-0.0024984951685331556,0.0024997564026514175,0.00013979153262922068,-0.00013893498756185823,-6.662470535442888e-05
4.12,-0.0024736242993632874,0.0024746535312797097,0.00013838715716253327,-0.00013951603204230084,-4.612905263244593e-05
4.13,-0.0024490016237137687,0.0024499271980636104,0.0001369966486675277,-0.00013853756550843326,-4.140797505003402e-05
4.14,-0.0024246246304472363,0.002425473258614556,0.00013562008257096732,-0.00013726975568265486,-3.971945186725251e-05
4.15,-0.0024004908467569414,0.0024012707615575506,0.00013425737019994157,-0.00013594313349548864,-3.875074785949367e-05
4.16,-0.002376597826202289,0.0023773076241795288,0.00013290840552220834,-0.00013467765252541268,-3.729836120029695e-05
4.17,-0.0023529431595292645,0.002353650610785561,0.0001315729270758084,-0.00013260795435972883,-4.404310772650882e-05
4.18,-0.002329524445001556,0.0023302588761650905,0.00013025088602129504,-0.0001302140879747677,-5.416902493494968e-05
4.19,-0.002306339305588922,0.0023070942689925045,0.00012894222847931113,-0.00012794270901351007,-6.319510027422842e-05
4.2,-0.002283385357450832,0.002283923168383958,0.0001276472866859116,-0.00012868413616211994,-4.212616506996114e-05
4.21,-0.002260660326570967,0.0022610566060904556,0.00012636531825785098,-0.0001285207711366295,-3.0262049633890398e-05
4.22,-0.0022381619184824453,0.0022385266245957764,0.00012509613184814587,-0.0001270226795083691,-3.19153191453217e-05
4.23,-0.002215887839925598,0.002216224870586226,0.0001238398136421552,-0.0001255151617706384,-3.379049707593479e-05
4.24,-0.0021938358412509633,0.002194172569731107,0.00012259619454577848,-0.00012370404871925574,-3.8838119543974786e-05
4.25,-0.0021720036886787365,0.002172346253275046,0.00012136519418221325,-0.00012185413028060331,-4.4401373742491285e-05
4.26,-0.0021503891773051154,0.0021507615424329507,0.00012014665556022455,-0.00011974184362135152,-5.27224268906841e-05
4.2700000000000005,-0.002128990104207231,0.0021293042173352577,0.00011894067852399172,-0.00011876692204063352,-4.9758981491686977e-05
4.28,-0.002107804305247247,0.0021079647076516664,0.00011774715697069315,-0.00011902124450068872,-3.458872371684546e-05
4.29,-0.0020868296808362755,0.002087002655058383,0.00011656545408352636,-0.00011723179195351274,-4.004498721384142e-05
4.3,-0.0020660640676233456,0.002066135659586731,0.00011539600352573158,-0.00011690137356465954,-3.098794513315892e-05
4.3100000000000005,-0.002045505387828495,0.0020454864323614735,0.00011423844007732933,-0.00011646914960736741,-2.307479436375326e-05
4.32,-0.002025151577967657,0.0020251327541137096,0.00011309248790429822,-0.00011493618016497239,-2.6325892171868287e-05
4.33,-0.0020050005866911603,0.002005095145353603,0.00011195798491764528,-0.00011201954731289066,-4.3578648665686115e-05
4.34,-0.0019850503441320535,0.0019851440901315865,0.00011083526327721041,-0.00011056207005537019,-4.631397026321968e-05
4.3500000000000005,-0.001965298842144972,0.001965309558292179,0.00010972414377198665,-0.00011016323877016256,-3.854886988180137e-05
4.36,-0.0019457441014077554,0.0019456739823496166,0.00010862434444048253,-0.00010976701711753563,-3.087639376990817e-05
4.37,-0.0019263841599645496,0.0019263010214278786,0.00010753562118780033,-0.00010855229607047443,-3.1532847431754024e-05
4.38,-0.00190721705255199,0.0019071059417876777,0.00010645802363254452,-0.0001075531446634021,-3.0143913593981553e-05
4.39,-0.001888240848296785,0.0018880956736757092,0.00010539142132469255,-0.00010665808073086724,-2.782709451897708e-05
4.4,-0.0018694536461710575,0.0018693413239514163,0.000104335558012761,-0.00010495366316558809,-3.374489573248346e-05
4.41,-0.0018508535470711698,0.0018508026274117089,0.00010329039813758137,-0.00010291886080797505,-4.3091558088348414e-05
4.42,-0.0018324386730118232,0.0018324507850059773,0.00010225588440063365,-0.00010088956423531295,-5.2496628924869615e-05
4.43,-0.0018142071365358102,0.0018140759906824188,0.00010123231765948136,-0.00010146451175727268,-3.5889414860310054e-05
4.44,-0.0017961571414038583,0.001795926389033376,0.0001002190958323042,-0.00010151827205022825,-2.4622412653444586e-05
4.45,-0.0017782868847407171,0.0017780895777803627,9.921593463304733e-05,-9.993250451278949e-05,-2.9913560063432598e-05
4.46,-0.0017605945343551926,0.0017603502017200263,9.822314864680973e-05,-9.937604292654656e-05,-2.498895642187582e-05
4.47,-0.0017430783270814799,0.0017428140046523244,9.72404196508671e-05,-9.850420053188033e-05,-2.3337160992894374e-05
4.48,-0.0017257365139036974,0.0017255614968485933,9.62674801767018e-05,-9.62879489332042e-05,-3.528013309821165e-05
4.49,-0.0017085673280946533,0.0017084473685119782,9.530450941319501e-05,-9.452126185505367e-05,-4.2820291336925775e-05
4.5,-0.0016915690394011611,0.0016914448542996454,9.435145354239441e-05,-9.351653236855187e-05,-4.28228339384544e-05
4.51,-0.001674739938663987,0.0016745495057240555,9.34082156684614e-05,-9.330742253525164e-05,-3.4949102580381086e-05
4.5200000000000005,-0.00165807835331064,0.001657878480804623,9.247445985463378e-05,-9.240773368919512e-05,-3.4107234677369785e-05
4.53,-0.0016415825935256236,0.0016413307794863592,9.155028171810287e-05,-9.205848543278263e-05,-2.784670572563569e-05
4.54,-0.0016252510009199057,0.0016248966302537218,9.063559779840658e-05,-9.236055913000762e-05,-1.515452309641327e-05
4.55,-0.0016090819662240075,0.0016087706816295111,8.972992215422998e-05,-9.085979409830921e-05,-2.064912925895529e-05
4.5600000000000005,-0.0015930738539575667,0.00159287603318169,8.883330578200782e-05,-8.849663129097551e-05,-3.4895311433719156e-05
4.57,-0.0015772250319942597,0.001577052593072148,8.794596485663555e-05,-8.725162858255484e-05,-3.802370651339107e-05
4.58,-0.0015615339130513816,0.0015613209474462006,8.706775993430077e-05,-8.68470727437463e-05,-3.281926880661576e-05
4.59,-0.001545998930038018,0.001545727322690123,8.619850194917732e-05,-8.668495996247817e-05,-2.5280014985012284e-05
4.6000000000000005,-0.0015306185368403394,0.0015303496385251707,8.533794026554784e-05,-8.577132960470856e-05,-2.537608629454846e-05
4.61,-0.0015153911778307625,0.001515105467609294,8.448614170530332e-05,-8.511678053247214e-05,-2.2968469174305256e-05
4.62,-0.0015003153150251161,0.0014999250884364513,8.364314899250561e-05,-8.557329558426013e-05,-9.509341978384406e-06
4.63,-0.0014853894874070506,0.0014851282531151168,8.280823712664017e-05,-8.312461577410941e-05,-2.5287668565545512e-05
4.64,-0.0014706121526543428,0.0014704228218676825,8.198188976865298e-05,-8.140337719586415e-05,-3.38609302808178e-05
4.65,-0.0014559818404378103,0.0014558766811497807,8.116388096868077e-05,-7.95420642088147e-05,-4.393082239746021e-05
4.66,-0.0014414970528634254,0.0014412882232481183,8.035451764280817e-05,-8.004205653098106e-05,-3.0403268045799126e-05
4.67,-0.0014271563727079211,0.0014268728414924623,7.955328463741999e-05,-8.01923888118126e-05,-2.0472921008138356e-05
4.68,-0.0014129583775186034,0.001412719886954592,7.875991652584304e-05,-7.885782791036962e-05,-2.552715367016775e-05
4.69,-0.0013989016103544652,0.0013986083429779876,7.797476140542811e-05,-7.87829521262134e-05,-1.803220620569257e-05
4.7,-0.0013849846768766536,0.0013846227020558176,7.719756533979131e-05,-7.889364493294173e-05,-8.762357539132681e-06
4.71,-0.0013712062212145148,0.0013710010769738276,7.642777213528582e-05,-7.619571429011315e-05,-2.775353019971588e-05
4.72,-0.0013575648092981594,0.0013573972554929818,7.566597981323637e-05,-7.499925884756639e-05,-3.1767137903010445e-05
4.73,-0.0013440590957615713,0.0013439386926444136,7.49118524507659e-05,-7.369368797797968e-05,-3.695922957014028e-05
4.74,-0.0013306877135524896,0.001330528300902693,7.416549822678397e-05,-7.347539158647814e-05,-3.1327050309674226e-05
4.75,-0.0013174493431948777,0.0013172840305992314,7.342660181806152e-05,-7.285295208756741e-05,-2.983115328846972e-05
4.76,-0.001304342646683059,0.0013041211066460072,7.269524892909161e-05,-7.286921268240224e-05,-2.200913331354415e-05
4.7700000000000005,-0.001291366314018949,0.0012910476618966278,7.197134279513861e-05,-7.340583762163409e-05,-9.047201203718491e-06
4.78,-0.0012785190759162137,0.0012782460841213913,7.125444362082354e-05,-7.216646734661219e-05,-1.398087517861385e-05
4.79,-0.0012657996356159205,0.001265642058790793,7.054461915018707e-05,-7.006371199224515e-05,-2.7654232608111812e-05
4.8,-0.0012532066982854772,0.001253091629837221,6.984207545826689e-05,-6.88808768094553e-05,-3.217679909208945e-05
4.8100000000000005,-0.0012407390055958092,0.0012406010461754214,6.914672303346862e-05,-6.852386331915424e-05,-2.8491675116926185e-05
4.82,-0.001228395316406328,0.0012282052808886312,6.845841653547769e-05,-6.853968611542195e-05,-2.1142218291424902e-05
4.83,-0.001216174421358377,0.0012160612947083298,6.777677071354e-05,-6.695067094616783e-05,-2.9967028472351748e-05
4.84,-0.0012040750514661985,0.001203869940413841,6.710230138195628e-05,-6.748068842644314e-05,-1.7608477821579732e-05
4.8500000000000005,-0.0011920960329707933,0.0011918575238970901,6.643448811061747e-05,-6.728557000584027e-05,-1.2597601139033993e-05
4.86,-0.0011802361727653963,0.0011800509749261689,6.57732048075925e-05,-6.601352246578215e-05,-1.8462658963550732e-05
4.87,-0.0011684942752859168,0.00116838562073463,6.51185069985135e-05,-6.445794868528756e-05,-2.7243646999196985e-05
4.88,-0.0011568691638112417,0.0011568408795945393,6.447036400039353e-05,-6.286126666932176e-05,-3.65078892208999e-05
4.89,-0.001145359672220693,0.0011453888405651657,6.382876040080305e-05,-6.15576645311035e-05,-4.2902107316531574e-05
4.9,-0.0011339646141120022,0.0011337994508009435,6.319408054978692e-05,-6.340827106518768e-05,-1.7723499429758705e-05
4.91,-0.0011226829099443174,0.0011224465199293054,6.256551774519307e-05,-6.372604273340754e-05,-7.99033689447004e-06
4.92,-0.001111513431016908,0.001111320340584856,6.194302300873828e-05,-6.261807456701794e-05,-1.2627499265956132e-05
4.93,-0.0011004550412005334,0.0011002927346526463,6.132678195706563e-05,-6.167250183491142e-05,-1.5702510979180226e-05
4.94,-0.0010895066409896481,0.001089396789696728,6.071666267886231e-05,-6.0461773383983525e-05,-2.1503683853365402e-05
4.95,-0.0010786671315941418,0.0010786001702544688,6.011266314017765e-05,-5.937627471551407e-05,-2.6114036433896523e-05
4.96,-0.001067935432994213,0.001067920187673603,5.951468406299295e-05,-5.8185945313271596e-05,-3.184072963653174e-05
4.97,-0.0010573104593078315,0.0010572685078213445,5.8922835415889084e-05,-5.798144156303448e-05,-2.7741886202357555e-05
4.98,-0.001046791165545066,0.0010467479678754781,5.833685057979301e-05,-5.746390443953107e-05,-2.684655964842013e-05
4.99,-0.00103637648718297,0.0010362705814312213,5.7756840280235835e-05,-5.771992090132337e-05,-1.825371350199813e-05
5.0,-0.0010260654068566485,0.0010259806054636995,5.718245757396303e-05,-5.693315561395992e-05,-2.018359017619785e-05
